"ID_W9","SwitchedToRandom","Open_Comments","Open_Comments_W","comment","empty_like","comment_scale","scale_label"
300906684716092,"1","Größtenteils waren die Videos uninteressant für mich, technisch aber alles in Ordnung","Lief alles gut","größtenteils waren die videos uninteressant für mich, technisch aber alles in ordnung",FALSE,2,"2 = content-focused"
300906684716099,"","es war eigenartig nur von einem Video aus weiter zu können und nicht direkt die Wahl zwischen mehreren zu haben","","es war eigenartig nur von einem video aus weiter zu können und nicht direkt die wahl zwischen mehreren zu haben",FALSE,1,"1 = platform-focused"
300906684719175,"1","Mir fehlt das Dislike","Ich fand zuviel politische Beiträge","mir fehlt das dislike",FALSE,1,"1 = platform-focused"
300906684719184,"","Zeitverschwendung","","zeitverschwendung",FALSE,2,"2 = content-focused"
300906684719188,"1","Manche sind echt lustig.","","manche sind echt lustig.",FALSE,2,"2 = content-focused"
300906684719195,"","nein, würde mich nicht interessieren","","nein, würde mich nicht interessieren",FALSE,3,"3 = other/unclear"
300906684719199,"1","Keine Sport oder Musik Beiträge :-(","","keine sport oder musik beiträge :-(",FALSE,2,"2 = content-focused"
300906684719203,"","Ist nicht für mich","","ist nicht für mich",FALSE,2,"2 = content-focused"
300906684719205,"","verschiedene Videos .","","verschiedene videos .",FALSE,3,"3 = other/unclear"
300906684720245,"","Sehr vielfältig","","sehr vielfältig",FALSE,2,"2 = content-focused"
300906684720246,"","Ich finde nicht alles interessant,was es dort zu sehen gibt","","ich finde nicht alles interessant,was es dort zu sehen gibt",FALSE,2,"2 = content-focused"
300906684720260,"1","Gibt es dort nur solchen Mist? So wird das mit mir nichts.","Ich bin kein Freund von TikTok o.ä.","gibt es dort nur solchen mist? so wird das mit mir nichts.",FALSE,2,"2 = content-focused"
300906684720262,"1","es waren sehr interessante und wichtige themen dabei","es scheint eine interessante plattform zu sein","es waren sehr interessante und wichtige themen dabei",FALSE,2,"2 = content-focused"
300906684720263,"","War ok aber eher für junge Leute","","war ok aber eher für junge leute",FALSE,2,"2 = content-focused"
300906684720264,"","so ein mist","","so ein mist",FALSE,2,"2 = content-focused"
300906684720265,"","Nein das","","nein das",FALSE,3,"3 = other/unclear"
300906684720266,"1","Brauch ich nicht","Würde ich nicht gucken","brauch ich nicht",FALSE,3,"3 = other/unclear"
300906684720277,"","Ok","","ok",FALSE,3,"3 = other/unclear"
300906684720280,"","Neun","","neun",FALSE,3,"3 = other/unclear"
300906684720282,"","Keine Ahnung","","keine ahnung",FALSE,3,"3 = other/unclear"
300906684721313,"","ist tik tok sehr ähnlich","","ist tik tok sehr ähnlich",FALSE,1,"1 = platform-focused"
300906684721320,"","uninteressant","","uninteressant",FALSE,2,"2 = content-focused"
300906684721323,"","Viel überflüssiges von Leuten die man nicht im Leben braucht","","viel überflüssiges von leuten die man nicht im leben braucht",FALSE,2,"2 = content-focused"
300906684721324,"","Langweilige uninteressante Videos","","langweilige uninteressante videos",FALSE,2,"2 = content-focused"
300906684721327,"","Schrott, nur unnütze Videos, außer den politischen, wobei auch die reine Selbstdarstellung waren","","schrott, nur unnütze videos, außer den politischen, wobei auch die reine selbstdarstellung waren",FALSE,2,"2 = content-focused"
300906684721328,"","Es war zu einseitig politisch aufgeführt, nicht alle Meinungen kamen zum tragen","","es war zu einseitig politisch aufgeführt, nicht alle meinungen kamen zum tragen",FALSE,2,"2 = content-focused"
300906684721329,"","ähnlich TikTok","","ähnlich tiktok",FALSE,1,"1 = platform-focused"
300906684721346,"","nichts bestimmtes","","nichts bestimmtes",FALSE,3,"3 = other/unclear"
300906684721349,"1","Kann nur sagen viel Blödsinn und ob das alles echt  ist kann man auch nicht sagen.","","kann nur sagen viel blödsinn und ob das alles echt ist kann man auch nicht sagen.",FALSE,0,"0 = setup skepticism"
300906684721350,"1","Ich mag es einfach nicht diese Videos zu schauen.","Mehr politische Themen","ich mag es einfach nicht diese videos zu schauen.",FALSE,2,"2 = content-focused"
300906684721351,"","völlig unnötige Plattform","","völlig unnötige plattform",FALSE,1,"1 = platform-focused"
300906684722182,"","So viel Nonsens ist nur Zeitverschwendung","","so viel nonsens ist nur zeitverschwendung",FALSE,2,"2 = content-focused"
300906684722193,"","Nicht mein Fall","","nicht mein fall",FALSE,2,"2 = content-focused"
300906684722400,"1","zu viel nerviges Parteien geblubber","zu viel Politik generve","zu viel nerviges parteien geblubber",FALSE,2,"2 = content-focused"
300906684722408,"","Nicht interessant für mich","","nicht interessant für mich",FALSE,2,"2 = content-focused"
300906684722413,"1","Habe leider nicht viel dazu gesehen","Nein","habe leider nicht viel dazu gesehen",FALSE,3,"3 = other/unclear"
300906684722416,"","interessantes Thema.","","interessantes thema.",FALSE,3,"3 = other/unclear"
300906684722422,"","Sehr gut ubersichtlich","","sehr gut ubersichtlich",FALSE,1,"1 = platform-focused"
300906684722425,"","nein  - mir hat es nciht gefallen, aber das ist einfach mein Geschmack für Videsos denke ich","","nein - mir hat es nciht gefallen, aber das ist einfach mein geschmack für videsos denke ich",FALSE,2,"2 = content-focused"
300906684722428,"","alles ok","","alles ok",FALSE,3,"3 = other/unclear"
300906684723224,"","Die Filme haben zum Teil etwas  gezittert , ansonsten eine Plattform, die ich wohl so nicht besuchen würde...","","die filme haben zum teil etwas gezittert , ansonsten eine plattform, die ich wohl so nicht besuchen würde...",FALSE,1,"1 = platform-focused"
300906684723226,"","Die lange Zeit für ein Video","","die lange zeit für ein video",FALSE,3,"3 = other/unclear"
300906684723235,"1","nicht meine plattform- zu einseitig und ohne vermittlung von wissen","nein","nicht meine plattform- zu einseitig und ohne vermittlung von wissen",FALSE,1,"1 = platform-focused"
300906684723236,"","ja. für mich uninteressant, brauch ich nicht","","ja. für mich uninteressant, brauch ich nicht",FALSE,2,"2 = content-focused"
300906684723237,"","Für mich überhaupt nicht interessant und relevant","","für mich überhaupt nicht interessant und relevant",FALSE,2,"2 = content-focused"
300906684723239,"","Die meisten Videos sind absolut sinnfrei und unnötig. Ich kann damit nichts anfangen.","","die meisten videos sind absolut sinnfrei und unnötig. ich kann damit nichts anfangen.",FALSE,2,"2 = content-focused"
300906684723240,"","Das übliche Gedöns, was ich mir eh nicht ansehen will. Wenn, dann sucht man nach bestimmten Inhalten. Aber um sich über Politik eine Meinung bilden zu können, reichen die eigenen Erfahrungen und die linearen Medien vollkommen aus. Das komplette Fiasko","","das übliche gedöns, was ich mir eh nicht ansehen will. wenn, dann sucht man nach bestimmten inhalten. aber um sich über politik eine meinung bilden zu können, reichen die eigenen erfahrungen und die linearen medien vollkommen aus. das komplette fiasko",FALSE,2,"2 = content-focused"
300906684723242,"","was für ein scheiß. don't waste my time","","was für ein scheiß. don't waste my time",FALSE,2,"2 = content-focused"
300906684723260,"1","teilweise für mich interessant, teilweise uninteressanter Quatsch","bunt durcheinander","teilweise für mich interessant, teilweise uninteressanter quatsch",FALSE,2,"2 = content-focused"
300906684723265,"","Es war weder was zum Liken noch teilen oder ähnliches dabei","","es war weder was zum liken noch teilen oder ähnliches dabei",FALSE,2,"2 = content-focused"
300906684723269,"","Gefällt mir nicht","","gefällt mir nicht",FALSE,3,"3 = other/unclear"
300906684723273,"","Ist für mich zu jung","","ist für mich zu jung",FALSE,3,"3 = other/unclear"
300906684723274,"","Diese Plattform würde ich nicht nutzen","","diese plattform würde ich nicht nutzen",FALSE,1,"1 = platform-focused"
300906684723276,"","te, die Sie bisher","","te, die sie bisher",FALSE,3,"3 = other/unclear"
300906684723277,"","Nein. Video hat sich mehrfach wiederholt.","","nein. video hat sich mehrfach wiederholt.",FALSE,1,"1 = platform-focused"
300906684724309,"1","Verständlich dargestellt","","verständlich dargestellt",FALSE,1,"1 = platform-focused"
300906684724313,"","Hab mich selten so gelangweilt","","hab mich selten so gelangweilt",FALSE,2,"2 = content-focused"
300906684724318,"","Zu viel Antidemokratie","","zu viel antidemokratie",FALSE,2,"2 = content-focused"
300906684724320,"","Viel Sinnlose Videos","","viel sinnlose videos",FALSE,2,"2 = content-focused"
300906684724334,"","hat interessante sachen","","hat interessante sachen",FALSE,3,"3 = other/unclear"
300906684724335,"","waren interessante Videos dabei","","waren interessante videos dabei",FALSE,2,"2 = content-focused"
300906684724338,"","das ist nichts!","","das ist nichts!",FALSE,3,"3 = other/unclear"
300906684724341,"","alles gut","","alles gut",FALSE,3,"3 = other/unclear"
300906684724344,"","vieles war übertrieben und würde ich mir nicht anschauen","","vieles war übertrieben und würde ich mir nicht anschauen",FALSE,2,"2 = content-focused"
300906684724347,"","Unmögliche Umfrage","","unmögliche umfrage",FALSE,0,"0 = setup skepticism"
300906684724349,"","95 Prozent der gezeigten Beiträge sind völlig uninteressant.","","95 prozent der gezeigten beiträge sind völlig uninteressant.",FALSE,2,"2 = content-focused"
300906684724350,"","Zeitverschwendung","","zeitverschwendung",FALSE,2,"2 = content-focused"
300906684725382,"","Es gab sehr viele Videos zur Wahl.","","es gab sehr viele videos zur wahl.",FALSE,3,"3 = other/unclear"
300906684725384,"1","Ich finde diese Art von Plattformen einfach ermüdend und sehe keinen Sinn darin, mir solche Videos anzusehen. Wenn ich Informationen brauche, beschaffe ich mir diese anderswo.","-","ich finde diese art von plattformen einfach ermüdend und sehe keinen sinn darin, mir solche videos anzusehen. wenn ich informationen brauche, beschaffe ich mir diese anderswo.",FALSE,2,"2 = content-focused"
300906684725387,"","Viel Schrott,  würde ich nicht häufiger nutzen.","","viel schrott, würde ich nicht häufiger nutzen.",FALSE,2,"2 = content-focused"
300906684725410,"1","Würde ich nicht mehr anschauen","","würde ich nicht mehr anschauen",FALSE,2,"2 = content-focused"
300906684725412,"","Alles totaler Quatsch","","alles totaler quatsch",FALSE,3,"3 = other/unclear"
300906684725417,"","nö, langweilig","","nö, langweilig",FALSE,2,"2 = content-focused"
300906684725429,"","Absolut unerträglich wie durch die AFD Fakten verdreht und das Volk belogen wird... Klare rechte Partei, die verboten gehört!!!","","absolut unerträglich wie durch die afd fakten verdreht und das volk belogen wird... klare rechte partei, die verboten gehört!!!",FALSE,2,"2 = content-focused"
300906684725431,"1","war sehr angenehm","Sieht sehr gut aus","war sehr angenehm",FALSE,3,"3 = other/unclear"
300906684726467,"1","irrelevant","n/a","irrelevant",FALSE,3,"3 = other/unclear"
300906684726472,"","Nichts neues","","nichts neues",FALSE,2,"2 = content-focused"
300906684726474,"","dämlich","","dämlich",FALSE,3,"3 = other/unclear"
300906684726476,"1","Einige Videos sehen etwas billig und nervig aus","Mir fällt nichts ein","einige videos sehen etwas billig und nervig aus",FALSE,2,"2 = content-focused"
300906684726495,"","alles ok","","alles ok",FALSE,3,"3 = other/unclear"
300906684726501,"1","Keine schöne bedienung","","keine schöne bedienung",FALSE,1,"1 = platform-focused"
300906684726505,"","völlig überflüssig","","völlig überflüssig",FALSE,3,"3 = other/unclear"
300906684726506,"","Cool","","cool",FALSE,3,"3 = other/unclear"
300906684726512,"","Alles nichts Neues","","alles nichts neues",FALSE,2,"2 = content-focused"
300906684726517,"","wahl Scholz","","wahl scholz",FALSE,3,"3 = other/unclear"
300906684726527,"1","Ich schaue nicht gerne Videos an","Furchtbar. Würde ich nicht nutzen","ich schaue nicht gerne videos an",FALSE,2,"2 = content-focused"
300906684727305,"","Die Videos waren alle dämlich und nichtssagend. Was sollte ich mit diesen Videos anfangen? Was sollten sie bei mir bewirken? Ich konnte mit allen Videos - bis auf evtl. eins mit dem Deutschlandticket - so richtig 100% überhaupt nichts anfangen.","","die videos waren alle dämlich und nichtssagend. was sollte ich mit diesen videos anfangen? was sollten sie bei mir bewirken? ich konnte mit allen videos - bis auf evtl. eins mit dem deutschlandticket - so richtig 100% überhaupt nichts anfangen.",FALSE,2,"2 = content-focused"
300906684727316,"","Nichts neues","","nichts neues",FALSE,2,"2 = content-focused"
300906684727319,"","Nein, bisher kann ich nichts weiter dazu sagen.","","nein, bisher kann ich nichts weiter dazu sagen.",FALSE,3,"3 = other/unclear"
300906684727320,"1","Wenig. Wie bei diesern Plattformen üblich, kann sich jeder raussuchen, was ihm gerade passt. Zur Unterhaltung ganz nett, zur Information ungeeignet, da lediglich Meinungen, Emotionen, aber keine Fakten dargelegt werden.","Eigentlich nicht, verbringe in dert Regel kaum Zeit auf solchen Plattformen, bin eher an Fakten als an Meinungen interessiert.","wenig. wie bei diesern plattformen üblich, kann sich jeder raussuchen, was ihm gerade passt. zur unterhaltung ganz nett, zur information ungeeignet, da lediglich meinungen, emotionen, aber keine fakten dargelegt werden.",FALSE,2,"2 = content-focused"
300906684727333,"","bis auf ein oder zwei Videos waren die politischen Videos sehr linkslastig","","bis auf ein oder zwei videos waren die politischen videos sehr linkslastig",FALSE,2,"2 = content-focused"
300906684727337,"","Sehr unterschiedliche Videos","","sehr unterschiedliche videos",FALSE,2,"2 = content-focused"
300906684727339,"","alles klar","","alles klar",FALSE,3,"3 = other/unclear"
300906684727347,"","nein alles ok","","nein alles ok",FALSE,3,"3 = other/unclear"
300906684727349,"","Sehr abwechslungsreich,  viel Politik","","sehr abwechslungsreich, viel politik",FALSE,2,"2 = content-focused"
300906684728381,"1","Nicht mein Fall0","nein","nicht mein fall0",FALSE,2,"2 = content-focused"
300906684728386,"","Weiß nicht","","weiß nicht",FALSE,3,"3 = other/unclear"
300906684728390,"","Die Videos sagten mir null zu","","die videos sagten mir null zu",FALSE,2,"2 = content-focused"
300906684728393,"","Nicht mein Fall","","nicht mein fall",FALSE,2,"2 = content-focused"
300906684728401,"","Nur Müll","","nur müll",FALSE,2,"2 = content-focused"
300906684728407,"","alles gut","","alles gut",FALSE,3,"3 = other/unclear"
300906684729456,"","Katastrophe","","katastrophe",FALSE,3,"3 = other/unclear"
300906684729460,"","was für ein Schwachsinn","","was für ein schwachsinn",FALSE,2,"2 = content-focused"
300906684729472,"","Neue n","","neue n",FALSE,3,"3 = other/unclear"
300906684729473,"1","Danke","","danke",FALSE,3,"3 = other/unclear"
300906684729481,"","....einige von vielen anderen Clips die sich sozialpolitisch oder parteiisch zeigen","","....einige von vielen anderen clips die sich sozialpolitisch oder parteiisch zeigen",FALSE,2,"2 = content-focused"
300906684729490,"","wofür braucht man das ?","","wofür braucht man das ?",FALSE,3,"3 = other/unclear"
300906684729491,"","sieht fake aus","","sieht fake aus",FALSE,0,"0 = setup skepticism"
300906684729495,"","Alles klar","","alles klar",FALSE,3,"3 = other/unclear"
